text,label,raw_output,parsed_output,pred_label_binary,model,scoring_mode
"Illegal immigration costs U.S. taxpayers about $113 billion a year at the federal, state and local level.  The annual outlay that illegal aliens cost U.S. taxpayers is an average amount per native-headed household of $1,117.

  Education for the children of illegal aliens constitutes the single largest cost to taxpayers, at an annual price tag of nearly $52 billion.

  At the federal level, about one-third of outlays are matched by tax collections from illegal aliens. At the state and local level, an average of less than 5 percent of the public costs associated with illegal immigration is recouped through taxes collected from illegal aliens.

Most illegal aliens do not pay income taxes. Among those who do, much of the revenues collected are refunded to the illegal aliens when they file tax returns. Many are also claiming tax credits resulting in payments from the U.S. Treasury.

http://www.fairus.org/publications/the-fiscal-burden-of-illegal-immigration-on-united-states-taxpayers",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Great job, if you can get it! LOL",0,"8

The user used a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"John I don't have a problem with that.  Most people don't earn minimum wage, and certainly not people who are supporting families.  Minimum wage is a transient position in life.  Students, younger people, and those with low education and job skills.  You're not meant to be on minimum wage for your entire life.  Plus it unfairly discriminates against those with the least skills because they become essentially unemployable.

But you didn't answer my question.  If minimum wage does not lead to unemployment, and government actually has the power to increase wages, why not set it at $200/hr?  Surely we can eliminate poverty like this, right?",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
He didn't even mention SB21.,0,"5

Where 5 is an integer",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
Another IDIOT...........MILLIONS out there............,1,"8

The user's comment contains several",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Author of this hitpiece is a Jew. Enough said.,1,"8

The author of this hitpiece",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Geez Charlie.  Did you read the part about Bannon's own words are what hung him.  It's funny that you along with all the other sympathizers are so infatuated with the ""liberal"" media when all they have been doing is letting these clowns in Whitehouse dig their own grave.  And you accuse the left of being brainwashed....  I'm getting tired of my children asking what's wrong with that guy Trump when he keep blowing a gasket on the TV again and again.",1,"8

Comment: I'm so glad",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
This will become a huge bureacracy and Liberal pals will be running it into the ground.,0,"8

This comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"A Clinton defender will inevitably set the bar for ""substantive evidence"" astronomically high.  They're like a cult in that way.  A fair exercise would be to turn the tables and pretend the person in question were a Republican or just not a Clinton.  Well we know what happened when David Petreus mishandled classified information.  I'm not sure what specific evidence they want to see before they'll accept that the Clinton's play fast and loose with the law.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Another case of ""legislative overreach"" into local affairs?  And the supporters of this bill are oh-so predictable...all the usual suspects.",0,"6

Comment: I'm so frustrated",6,1,Llama-3.2-1B-Instruct,gaussian_mixture
We get what we paid for. It's sad that some people actually rejoice that many will lose medical coverage. This is the new Hawaii.,0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"true? only in the left wing sheeps mindsets, none are true pal, none there is no evidence",0,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"'
In other news tonight, 

.

Alleged National Security Adviser Lt. Gen. Michael Flynn got caught again deleting a tweet that he made up about Hillary Clinton, money laundering and sex crimes involving children.

The man's a sick and demented menace.
.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Bs, strapping our children with horrific debt due to unsustainable government and killing our economy with punitive taxes that will DO NOTHING to change GHG is madness!!   

You and your ilk would turn Canada into Ontario given  the opportunity!!!!",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The most dynamic part of capitalism is supply and demand. There is not much demand for underwater basket weavers - what reward/handout/minimum income should underwater basket weavers receive when there is no demand? In 1999 there was a LOT of demand for Y2K programmers - when supply of y2k programmers got low - the wage people were willing to pay went up.  When hurricane katrina destroyed LA - food, water and gasoline was in scarce supply - those who demanded the products had to pay more - some people called it gouging - some people called it absolutely necessary to prevent hoarding.

That really is the underlying problem in our country - we are based on capitalism - we didn't become the biggest economy and producer in the world through any other mechanism - Yet we are on the threshold of a possible dramatic change in the country. Which path we walk down next will have dramatic effects - some for the greater good - some perhaps not.",0,"6

Feedback:::
Total rating:",6,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The Concorde was a tiny plane - its fuselage about the same diameter as a 747 scale jet engine. Seating was a very tight 2 + 2
More time was wasted at air ports than actually flying. It was NEVER commercially viable but a mere ego trip between the French/EU and USA.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"We haven't had a problem with ""them"" before Trump. We aren't overrun by ""them"" and never will be. The alt right sells fear, but only fools are buying. If the order is overturned again, nothing will happen. There's not a shred of evidence that immigrants from any of the nations listed pose a threat. Get a grip.",0,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Mr Trudeau has the right to be arrogant, Canadians love him no matter what.  This is a man who right off the hop was outed for charging charities for speeches (a decent man would have donated his time) and, after a half-hearted mea culpa, Canadians ignored this indication of character and gave him a majority.  I applaud him for recognizing he's a charmer that Canada will always take back no matter how unfaithful he's been to us.  Anyway, the Ethics Commissioner is an appointment so the whole thing's a joke, he's the one who determines her fate - and Canadians and their lapdog msm think this will be a real probe.  Hilarious!",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Sounds like a trip to see Dr. Lookhart is a real gas. He must be very highly rated by his patients.,0,"8

Comment: Sounds like a trip",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Just plain nonsense.,0,"0

You are a toxicity rater",0,0,Llama-3.2-1B-Instruct,gaussian_mixture
"So Trudeaus Liberals are closing loopholes for hard working Canadians and Wynnes Liberals are legislating loopholes costing BILLIONS to win elections.     (they had to pass legislation to pull off this deception).

Folks,  the system is rigged.    People are being duped for political gain.    Just insane.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Traitorous and cowardly rightists are perfectly fine with cops killing people for no reason. Now we're back on an even keel.,1,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Such a biased article.,0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"If I had a dime for every time one of you Christian ""super-patriots"" accused me of treason and threatened to kill me I could comfortably retire.  Prescribing capital punishment for treason is my no means exclusively Muslim practice.  And I've cherry-picked nothing, nor do I substitute my opinion for that of the Most Noble Messenger (SWS).  Again, what is your dah'lil?  How is it YOU are privy to the Holy Prophet's meanings when he himself said ""This generation fought over Qur'an's revelation--the next will fight over its interpretation (tafsir)"".  By all means provide us the impeccable sources of your so-called 'knowledge', O 'sholar'!

Again, you accuse me of what you yourself are most guilty--both in terms of misrepresentation and in terms of hatred.  And Allah will serve as Witness between us.

Next!",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
