row_index,example_index,worker_id,aspect,original,simplification,human_rating
122,13,3,1,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",100.0
123,13,28,0,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",85.0
124,13,15,2,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",100.0
125,13,19,1,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",6.0
126,13,19,0,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",5.0
127,13,19,2,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",5.0
128,13,27,1,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",15.0
129,13,28,2,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",53.0
130,13,20,0,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",22.0
131,13,27,0,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",42.0
132,13,3,2,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",100.0
133,13,3,0,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",100.0
134,13,28,1,"However, the Bzö differs a bit in comparison to the freedom party, as is in favor of a referendum about the Lisbon treaty but against an Eu-Withdrawal.","However, the Bzö is different from the freedom party. This is because a referendum about the Lisbon treaty but against an Eu-Withdrawal.",87.0
135,16,20,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",4.0
136,16,20,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",4.0
137,16,11,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",48.0
138,16,14,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",9.0
139,16,2,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",5.0
140,16,2,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",4.0
141,16,14,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
142,16,11,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",96.0
143,16,14,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
144,16,24,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",11.0
145,16,11,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",60.0
146,16,20,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",6.0
147,16,2,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",4.0
148,16,3,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",75.0
149,16,24,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",5.0
150,16,13,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",80.0
151,16,13,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
152,16,15,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",52.0
153,16,15,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",8.0
154,16,15,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",1.0
155,16,13,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
156,16,1,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",10.0
157,16,1,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",1.0
158,16,1,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",10.0
159,16,6,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
160,16,6,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
161,16,6,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
162,16,8,1,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
163,16,24,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",10.0
164,16,8,2,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
165,16,8,0,"In its pure form, Dextromethorphan occurs as a white powder.",", Dextromethorphan occurs.",0.0
